 num     #instances         #bytes  class name (module)
4370:             1             24  [Lorg.springframework.boot.actuate.info.InfoPropertiesInfoContributor$Mode;
4371:             1             24  [Lorg.springframework.boot.autoconfigure.condition.ConditionMessage$Style;
4372:             1             24  [Lorg.springframework.boot.autoconfigure.condition.FilteringSpringBootCondition$ClassNameFilter;
4373:             1             24  [Lorg.springframework.boot.autoconfigure.kafka.KafkaProperties$IsolationLevel;
4374:             1             24  [Lorg.springframework.boot.autoconfigure.kafka.KafkaProperties$Listener$Type;
4375:             1             24  [Lorg.springframework.boot.autoconfigure.reactor.ReactorProperties$ContextPropagationMode;
4376:             1             24  [Lorg.springframework.boot.autoconfigure.web.ServerProperties$Jetty$Accesslog$FORMAT;
4377:             1             24  [Lorg.springframework.boot.autoconfigure.web.WebProperties$LocaleResolver;
4378:             1             24  [Lorg.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$MatchingStrategy;
4379:             1             24  [Lorg.springframework.boot.context.ConfigurationWarningsApplicationContextInitializer$Check;
4380:             1             24  [Lorg.springframework.boot.context.config.ConfigDataEnvironmentContributor$ImportPhase;
4381:             1             24  [Lorg.springframework.boot.context.config.ConfigDataNotFoundAction;
4382:             1             24  [Lorg.springframework.boot.context.config.LocationResourceLoader$ResourceType;
4383:             1             24  [Lorg.springframework.boot.context.config.Profiles$Type;
4384:             1             24  [Lorg.springframework.boot.context.properties.bind.BindMethod;
4385:             1             24  [Lorg.springframework.boot.convert.DurationStyle;
4386:             1             24  [Lorg.springframework.boot.loader.launch.LaunchedClassLoader$DefinePackageCallType;
4387:             1             24  [Lorg.springframework.boot.web.server.Shutdown;
4388:             1             24  [Lorg.springframework.boot.web.servlet.server.Encoding$Type;
4389:             1             24  [Lorg.springframework.cloud.config.client.ConfigClientProperties$MultipleUriStrategy;
4390:             1             24  [Lorg.springframework.cloud.stream.binder.kafka.streams.function.KafkaStreamsBindableProxyFactory;
4391:             1             24  [Lorg.springframework.context.annotation.ConfigurationCondition$ConfigurationPhase;
4392:             1             24  [Lorg.springframework.core.NativeDetector$Context;
4393:             1             24  [Lorg.springframework.core.ResolvableType$WildcardBounds$Kind;
4394:             1             24  [Lorg.springframework.core.annotation.IntrospectionFailureLogger;
4395:             1             24  [Lorg.springframework.expression.PropertyAccessor;
4396:             1             24  [Lorg.springframework.http.client.observation.ClientHttpObservationDocumentation$HighCardinalityKeyNames;
4397:             1             24  [Lorg.springframework.http.client.observation.ClientHttpObservationDocumentation;
4398:             1             24  [Lorg.springframework.http.server.observation.ServerHttpObservationDocumentation$HighCardinalityKeyNames;
4399:             1             24  [Lorg.springframework.http.server.observation.ServerHttpObservationDocumentation;
4400:             1             24  [Lorg.springframework.kafka.listener.ContainerProperties$EOSMode;
4401:             1             24  [Lorg.springframework.kafka.support.mapping.Jackson2JavaTypeMapper$TypePrecedence;
4402:             1             24  [Lorg.springframework.security.rsa.crypto.RsaAlgorithm;
4403:             1             24  [Lorg.springframework.security.web.authentication.logout.LogoutHandler;
4404:             1             24  [Lorg.springframework.security.web.context.SecurityContextRepository;
4405:             1             24  [Lorg.springframework.security.web.firewall.RequestRejectedHandler;
4406:             1             24  [Lorg.springframework.util.ConcurrentReferenceHashMap$ReferenceType;
4407:             1             24  [Lorg.springframework.util.ConcurrentReferenceHashMap$Restructure;
4408:             1             24  [Lorg.springframework.validation.DefaultMessageCodesResolver$Format;
4409:             1             24  [Lorg.springframework.vault.authentication.AuthenticationStepsOperator$Undefinded;
4410:             1             24  [Lorg.springframework.vault.core.VaultKeyValueOperationsSupport$KeyValueBackend;
4411:             1             24  [Lorg.springframework.vault.core.lease.SecretLeaseEventPublisher$LoggingErrorListener;
4412:             1             24  [Lorg.springframework.web.reactive.function.client.ClientHttpObservationDocumentation$HighCardinalityKeyNames;
4413:             1             24  [Lorg.springframework.web.reactive.function.client.ClientHttpObservationDocumentation;
4414:             1             24  [Lorg.yaml.snakeyaml.DumperOptions$NonPrintableStyle;
4415:             1             24  [Lreactor.core.publisher.FluxCreate$CreateMode;
4416:             1             24  [Lsun.security.rsa.RSAUtil$KeyType; (java.base@17.0.13)
4417:             1             24  [Lsun.security.ssl.Alert$Level; (java.base@17.0.13)
4418:             1             24  [Lsun.security.ssl.CertStatusExtension$CertStatusRequest; (java.base@17.0.13)
4419:             1             24  [Lsun.security.ssl.CertStatusExtension$CertStatusRequestType; (java.base@17.0.13)
4420:             1             24  [Lsun.security.ssl.PskKeyExchangeModesExtension$PskKeyExchangeMode; (java.base@17.0.13)
4421:             1             24  [[Ljava.lang.annotation.Annotation; (java.base@17.0.13)
4422:             1             24  brave.baggage.BaggagePropagation$FactoryBuilder
4423:             1             24  brave.context.slf4j.MDCScopeDecorator$Builder
4424:             1             24  brave.context.slf4j.MDCScopeDecorator$MDCContext
4425:             1             24  brave.internal.handler.NoopAwareSpanHandler
4426:             1             24  brave.propagation.B3Propagation$Format$1
4427:             1             24  brave.propagation.B3Propagation$Format$2
4428:             1             24  brave.propagation.B3Propagation$Format$3
4429:             1             24  brave.propagation.ThreadLocalCurrentTraceContext
4430:             1             24  brave.sampler.CountingSampler
4431:             1             24  ch.qos.logback.classic.joran.ModelClassToModelHandlerLinker
4432:             1             24  ch.qos.logback.classic.spi.LogbackServiceProvider
4433:             1             24  ch.qos.logback.classic.spi.TurboFilterList
4434:             1             24  ch.qos.logback.classic.util.LogbackMDCAdapter
4435:             1             24  ch.qos.logback.core.joran.action.NOPAction
4436:             1             24  ch.qos.logback.core.joran.spi.CAI_WithLocatorSupport
4437:             1             24  ch.qos.logback.core.joran.spi.DefaultNestedComponentRegistry
4438:             1             24  ch.qos.logback.core.joran.spi.EventPlayer
4439:             1             24  ch.qos.logback.core.joran.util.beans.BeanDescriptionFactory
4440:             1             24  ch.qos.logback.core.model.processor.DependencyDefinition
4441:             1             24  ch.qos.logback.core.spi.ContextAwareBase
4442:             1             24  ch.qos.logback.core.util.CachingDateFormatter
4443:             1             24  ch.qos.logback.core.util.CachingDateFormatter$CacheTuple
4444:             1             24  ch.qos.logback.core.util.Duration
4445:             1             24  ch.qos.logback.core.util.ExecutorServiceUtil$1
4446:             1             24  com.dynatrace.agent.AgentConfiguration$DistributedTracingConfigProviderListener
4447:             1             24  com.dynatrace.agent.Logger$LogMessageBuffer
4448:             1             24  com.dynatrace.agent.introspection.agentcore.AgentCoreIntrospection$1
4449:             1             24  com.dynatrace.agent.introspection.agentcore.AgentCoreSensor$1
4450:             1             24  com.dynatrace.agent.introspection.agentcore.TechnologyDetectionIntrospection$12
4451:             1             24  com.dynatrace.agent.introspection.agentcore.TechnologyDetectionIntrospection$7
4452:             1             24  com.dynatrace.agent.introspection.exception.rules.ErrorExceptionRuleMatcher
4453:             1             24  com.dynatrace.agent.introspection.exception.rules.ExceptionRuleLogic
4454:             1             24  com.dynatrace.agent.introspection.http.HttpSensor$1
4455:             1             24  com.dynatrace.agent.introspection.messaging.kafka.KafkaSensor$1
4456:             1             24  com.dynatrace.agent.introspection.messaging.kafka.KafkaSensor$2
4457:             1             24  com.dynatrace.agent.introspection.netty.NettySensor$1
4458:             1             24  com.dynatrace.agent.introspection.servlet.NameAsyncRequestUriClassValue
